FoodLicID,COMMENTS,LOCATIONCOMMENTS,LicenseFK,LicenseID
934,,Two rear entrances for stock - in two rooms and kitchen on first floor side room and cellar for stock,8003,LB-99265
935,1. Malt and Wine with Liqueurs to be served only in conjunction with meals. 2. Trash to be stored inside. 3.) NO CHANGE IN CAPACITY WITHOUT APPROVAL OF THE LICENSING BOARD. Board granted permission to serve alcohol at 10:00 A.M. on Sundays with brunch.,FIRST FLOOR IN TWO LARGE ROOMS INTO ONE ROOM FOR DINING  USE THE BASEMENT FOR STORAGE.,8004,LB-99744
936,NONE,Approximately 2 500 square feet of retail space on the street level  The kitchen is located in the right rear portion of the premises directly behind the right entry vestibule and office space and adjacent to the rest rooms. There are two entry vestibules located in the far right and far left portio,8005,LB-144994
937,THE BOARD GRANTED PERMISSION TO SERVE ALCOHOL WITH BRUNCH ON SUNDAYS AT 10:00 AM.,FIRST FLOOR RETAIL BAKERY AND CAFE  FIRST FLOOR CONTAINS KITCHEN.,8006,LB-144133
938,1.NO BAR.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,8007,LB-99555
939,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR: KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,8008,LB-99640
940,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) 11:00 P.M. CLOSING HOUR.,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN PREP AREA AND STORAGE IN THE REAR WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS ON PRIVATE PROPERTY.,8009,LB-99228
941,HOURS OF OPERATION: SUNDAY - THURSDAY 7:00 A.M. - 9:00 P.M. FRIDAY AND SATURDAY 8:00 A.M. - 10:00 P.M.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,8010,LB-99630
942,A.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. B.) NO BAR,ONE DINING ROOM WITH ENTRANCE AT FRONT; RESTROOMS ADJACENT TO DINING ROOM; KITCHEN AT REAR; STORAGE IN BASEMENT; EMERGENCY EGRESS/REAR OF BUILDING.,8011,LB-99210
943,1) MUST MAINTAIN VALID PERMIT  AGREEMENT FOR OFF-SITE VALET PARKING. 2) VALET PARKING AGREEMENT MUST REMAIN IN EFFECT.,MAIN ENTRANCE AT 73A MAIN STREET  SMOKING LOUNGE IN THREE ROOMS IN BASEMENT  PREP KITCHEN  STORAGE AND OFFICE.  CAPACITY BREAKDOWN: 60 SEATED; 80 STANDING.,8012,LB-99505
944,See document #0051L on reverse side.,266-268 Newbury Street; two rear exits to public alley; two rooms  two kitchens & two stockrooms in the basement; one dining room on the main floor; two summer gardens on Newbury Street.   44 patrons outside.,8013,LB-99159
945,1.) ALCOHOL SERVICE WITH FOOD ONLY.,ONE ROOM WITH KITCHEN ON STREET LEVEL; STORAGE IN THE BASEMENT.,8014,LB-99723
946,NONE,TERMINAL E  BOSTON LOGAN INTERNATIONAL AIRPORT  SPACE NO. FC-01 CONTAINING APPROXIMATELY 858 FEET OF FLOOR AREA.  PREMISES CONTAINS ENTRANCES AT FRONT  RAILED SEATING FROM ENTRANCE AREA BACK AND A REAR DOOR.,8015,LB-98872
947,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,IN ONE ROOM OF APPROXIMATELY 1080 SQ FT WITH A BAR  DINING AREA AND A SEPARATE KITCHEN AND STORAGE AREA IN TERMINAL C.,8016,LB-98876
948,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,A 1900 SQ FT ONE ROOM WITH A BAR  KITCHEN AND A SEPARATE KITCHEN AND STORAGE AREA IN TERMINAL C  PIER B.,8017,LB-98877
949,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,AN L SHAPE ROOM OF APPROXIMATELY 3000 SQ FT WITH A BAR AND DINING SECTION  KITCHEN AND STORAGE AREA LOCATED IN TERMINAL C.,8018,LB-98879
950,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,A 5 300 sq. ft. area  with a kitchen and rooms for travelers to store luggage  shower  pray  have quiet space  and dine. 1 men's and 1 women's room and storage area in terminal C  Pier B.,8019,LB-131162
951,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,FULL SERVICE RESTAURANT WITH DINING AREA AND BAR ON ONE FLOOR  WITH FULL SERVICE KITCHEN AND STORAGE AREA.,8020,LB-126410
952,First floor space with 3 293 square feet on single floor  with front door on Washington Street  rear egress and L shaped area  including kitchens  bathrooms  office space and storage; also including seasonal Outside Patio Area sidewalk seating (April - October) with 5 tables containing seating for 10 patrons along side of building with existing fence  trees and planters (on City property). Patio Hours: 6:00 AM - 11:00 PM. Brian Reyelt  Manager. Hours of Operation: 6:00 AM - 2:00 AM. 149 PERSONS AS FOLLOWS: BAR STOOLS-20  TABLES  CHAIRS 32 PERSONS  BENCHS 57 PERSONS  STANDING 40 PERSONS.,First floor space with 3 293 square feet on single floor  with front door on Washington Street  rear egress and L shaped area  including kitchens  bathrooms  office space and storage; also including seasonal Outside Patio Area sidewalk seating (April - October) with 5 tables containing seating,8021,LB-149873
953,NONE,In one room with dining area  bar  semi-open kitchen and storage;  two (2) entrances/exits at rear of train station  also including an outdoor patio on State Property off Dartmouth Street for 30 patrons between the hours of 7:00 a.m.-11:00 p.m.,8022,LB-99670
954,NONE,ONE ROOM ON GROUND FLOOR WITH KITCHEN ON RIGHT SIDE AND HALLWAY TO RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN REAR; AND TO INCLUDE A SEASONAL OUTDOOR PATIO ALONG BOYLSTON STREET ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Capacity b,8023,LB-99676
955,,In whole of said premises; except for small office space.,8024,LB-98797
956,179 INDOOR SEATING  88 OUTDOOR SEATING,In one room  bar and dining area  nine (9) bathrooms  kitchen and storage.  Main entrance on Beverly Street.  Annual outdoor patio with seating capacity for 88  publicly owned by the Massachusetts Department of Transportation and operating Mondays-Sundays from 11:00 A.M.-Midnight.,8025,LB-99259
957,NONE,NONE,8026,LB-98812
958,,ON GROUND LEVEL IN TWO ROOMS; KITCHEN  BAR  TWO SEATING AREAS  RESTROOMS  OFFICE  AND STORAGE. (180 PERSONS TOTAL: 120 PERSONS SEATED; 60 PERSONS STANDING),8027,LB-99317
959,PATIO CONDITIONS: A) HOURS 11:30 A.M. - 11:00 P.M.; B) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD; andC) PATIO TO BE STAFFED AT ALL TIMES.,STORAGE AND FOUR ROOMS ON THE GROUND FLOOR USED FOR A BAR  A DINING AREA  BASEMENT SPACE USED FOR KITCHEN  OFFICE AND RESTROOMS ALSO TO INCLUDE AN OUTDOOR CAFE TO OPERATE FROM MAY THROUGH SEPTEMBER FOR FORTY PATRONS.,8028,LB-99383
960,NONE,ON ONE FLOOR:  IN ONE ROOM BAR/DINING AREA WITH SEATING FOR 47.  KITCHEN AND STORAGE IN REAR.  OUTDOOR CONCOURSE DINING AREA WITH SEATING FOR 21.  MAIN ENTRANCE AND EXIT INSIDE SOUTH STATION.,8029,LB-99134
961,,IN ONE ROOM ON FIRST FLOOR  WITH KITCHEN IN REAR; BASEMENT FOR STORAGE AND BATHROOMS; ENTRANCE IN FRONT  WITH EMERGENCY EXIT IN REAR.,8030,LB-99224
962,(1) NO BAR. (2) ALCOHOL WITH FOOD ONLY.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND SUSHI BAR; STORAGE IN THE REAR.,8031,LB-99634
963,NONE,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN REAR; ALSO A BASEMENT FOR STOCK.,8032,LB-99729
964,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,IN ONE ROOM ON THE FIRST FLOOR LEVEL  ONE ROOM ON THE LOWER LEVEL  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  CAPACITY BREAKDOWN: UPPER LEVEL - 36; LOWER LEVEL - 18.,8033,LB-99575
965,PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED WITH FOOD ONLY.  2.) PATIO TO BE STAFFED AT ALL TIMES.  3.) 11:00 P.M. CLOSING ON THE PATIO.,ONE ROOM USED FOR DINING AND KITCHEN ON FIRST FLOOR; STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 8 PATRONS.,8034,LB-99567
966,,IN ONE ROOM ON THE FIRST FLOOR  IN ONE ROOM ON THE SECOND FLOOR WITH KITCHEN  STORAGE IN THE BASEMENT.  MANAGEMENT OFFICES AND DRESSING ROOMS FOR ENTERTAINERS ON THE 3RD FLOOR.  Capacity breakdown: 1st fl - 17 @ booths  16 @ stools  27 @ standing; 3rd fl - 25 seated  14 standing.,8035,LB-99118
967,(1) THIS IS A RESTRICTED LICENSE. (2) SERVICE OF ALCOHOL WITH FOOD ONLY.,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN AND RESTROOMS IN REAR; OFFICES  STORAGE  PREP AREA AND STAFF LOCKER ROOM WITH BATHROOM IN BASEMENT; ONE ENTRANCE/EXIT EACH ON WASHINGTON STREET AND WEST STREET. CAPACITY BREAKDOWN: 142 TOTAL: 110-PERSONS SEATED DINING; 19-PERSONS SEATED BAR; 13-PERSONS STANDIN,8036,LB-99503
968,1. OPEN AT 11:00 A.M. ON SUNDAYS FOR THE SERVICE OF FOOD ONLY.,In one room and kitchen on first floor; cellar for stock and one room and a kitchen on the second floor.  Capacity breakdown: 1st fl - 74 seated  119 standing; 2nd fl - 81 seated; 139 standing.,8037,LB-99225
969,1. Rear alley to be kept locked 2. No signs in window 3. Trash stored inside for pickup 3 times a week.  Alcoholic Beverages to be served in conjunction with brunch on Sundays 10:00 A.M. - Noon.,338 Washington Street; In one bi-level room on the first floor and storage in the basement.,8038,LB-99390
970,(1) Must use mechanical counters to maintain occupancy numbers. (2) May provide bottle service.,IN TWO ROOMS AND KITCHEN ON 1ST BASEMENT LEVEL (FORMERLY FIRST FLOOR) WITH STAGE IN ONE ROOM (GUILT NIGHTCLUB/CANDIBAR); ADDITIONAL ENTRANCE AT 275 TREMONT STREET BOSTON  MA 02116. CAPACITY FOR CANDIBAR IS 337; CAPACITY FOR GUILT NIGHTCLUB IS 409 PERSONS.,8039,LB-98893
971,NONE,IN ONE ROOM ON FIRST FLOOR WITH A BAR WITH 18 SEATS  WITH KITCHEN AND EMERGENCY EXIT IN REAR  WITH SEASONAL OUTDOOR SEATING ON PRIVATE PROPERTY FOR 24 PATRONS BETWEEN THE HOURS OF 11:00 A.M.-MIDNIGHT.  CELLAR FOR STOCK.,8040,LB-99830
972,FOR DETAILS REGARDING CAPACITY SEE ISD CERTIFICATES,BOSTON PUBLIC LIBRARY  IN WHOLE OF SAID BUILDING INCLUDING FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOORS AND COURTYARD WITH ENTRANCE AND EXITS ON DARTMOUTH STREET AND BOYLSTON STREET TO INCLUDE CAFE AND DINING ROOM ON FIRST FLOOR AND FUNCTION ROOMS ON FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOOR,8041,LB-99386
973,PATIO CONDITIONS: 1.) ALCOHOL SERVICE IN CONJUNCTION WITH FOOD ONLY ON PATIO.  2.) PATIO TO BE STAFFED AT ALL TIMES. 3.) PATIO CLOSING HOURS: 10:00 P.M. ON BELVIDERE STREET AND 11:00 P.M. ON HUNTINGTON AVENUE.,IN ONE LARGE ROOM ON THE GROUND FLOOR WITH ENTRANCE/EXIT ON BELVIDERE STREET AND HUNTINGTON AVENUE; KITCHEN AND STORAGE IN THE REAR & TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 26 PATRONS FROM APRIL THROUGH OCTOBER ON HUNTINGTON AVENUE  AND AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS ON BELVIDERE STREET,8042,LB-99130
974,,IN ONE MAIN DINING ROOM  GRILL  BAR  LOUNGE AND SEVERAL PRIVATE DINING ROOMS  EACH OF WHICH IS LOCATED ON THE 36TH FLOOR; KITCHEN AND STORAGE IN CENTER OF FLOOR  WITH A 2:00 A.M. CLOSING,8043,LB-98912
975,NONE,IN TWO FUNCTION ROOMS ON THE FIRST FLOOR  KNOWN AS THE DRAWING ROOM AND THE MEMBERS ROOM; KITCHEN AND STORAGE IN THE BASEMENT; EMERGENCY EXIT IN REAR OF BUILDING OUT TO THE ALLEY.,8044,LB-98847
976,NONE,TWO UNNUMBERED ENTRANCES IN REAR FOR STOCK; IN ONE ROOM,8045,LB-99339
977,,In whole of said building.  CAPACITY BREAKDOWN: FUNCTION HALL - 450; LOUNGE - 239.,8046,LB-99079
978,NONE,2266 Square Feet on the first floor and 400 square feet of basement area; kitchen in the rear left corner of the restaurant; storage area in the lower left; entrance/exit located at the corner of Centre Street and Creighton Street; exit at the rear of the building.,8047,LB-159601
979,(1) 10:30 P.M. last service on patio with an 11:00 P.M. Closing. (2) New addition (Restaurant) service of Alcohol with food only and Midnight closing. (3) Attendant on duty in parking lot on nights with live Entertainment 11:00 P.M. until closing.,Two unique dining/cocktail bar spaces with semi open kitchen in licensed space on entire first floor of 69-81 Kilmarnock Street. One dining space will be used as semi private room and when not in use will open to the main dining area to provide more seating. Seasonal outdoor patio on private setback,8048,LB-99117
980,CAPACITY BREAKDOWN: CAFE 101: 62 PERSONS LIVING ROOM 102: 20 PERSONS STUDIO/CLASSROOM: 36 PERSONS MUSEUM EXPANSION 2ND FLOOR: 154 PERSONS(CALDERWOOD HALL) MUSEUM EXPANSION 2ND FLOOR: 91 PERSONS (SPECIAL EXHIBITION ROOM 202A) MUSEUM EXPANSION 3RD FLOOR: 60 PERSONS (CALDERWOOD HALL 1ST BALCONY) MUSEUM EXPANSION 4TH FLOOR: 60 PERSONS (CALDERWOOD HALL 2ND BALCONY) MUSEUM EXPANSION 5TH FLOOR: 60 PERSONS (CALDERWOOD HALL 3RD BALCONY). TOTAL CAPACITY:1 293 HISTORICAL BUILDING: 750 NEW WING: 543,ENTIRE FIRST FLOOR AND MONKS GARDEN FOR FUNCTIONS (EXISTING CAFE AND OUTSIDE TERRACE TO REMAIN); IN ONE (1) ROOM ON 2ND FLOOR FOR FUNCTIONS; IN TWO (2) ROOMS ON 4TH FLOOR FOR FUNCTIONS; BASEMENT FOR STORAGE. (ALL PER PLANS ON FILE WITH BOARD) AND TO ADD A NEW WING OF THE MUSEUM (A/K/A 25 EVANS WAY),8049,LB-99540
981,,Rear entrance on Silver Street for stock; in two rooms first  floor with kitchen and cellar for stock.,8050,LB-99347
982,NONE,In two rooms on the first floor  kitchen in the rear storage and office in the basement.  Capacity breakdown: 118 seated  92 standing.,8051,LB-99413
983,,In one room on the first floor  one room on the second floor  and basement for stockroom  kitchen and office.  Capacity breakdown: 1st fl - 80; 2nd fl - 96.,8052,LB-99368
984,PATIO CONDITIONS:  A.) CLOSING HOUR: 11:00 PM  B.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  C.) PATIO TO BE STAFFED AT ALL TIMES.,IN TWO DINING ROOMS ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE A SEASONAL OUTDOOR TERRACE/PATIO ON PRIVATE PROPERTY FROM MAY THROUGH OCTOBER FOR 16 PATRONS.  CAPACITY BREAKDOWN: 36 @ RESTAURANT; 50 @ GREEN HOUSE.,8053,LB-99642
985,1. Sunday opening 11:00 A.M. 2.Midnight closing on patio 3. Alcohol with food only on patio,706-712 BOYLSTON ST: 61  69 EXETER ST  IN WHOLE OF SAID BLDG & TO INCLUDE A SEASONAL SIDEWALK CAFE FOR 14 PATRONS THEREBY DELETING IN ONE ROOM ON 1ST FLR (EXETER ROOM)  THEREBY DELETING FROM THE LICENSED PREMISES 704 BOYLSTON ST & A REAR DELIVERY DOOR ON E.  61 69 EXETER STREET  BOSTON  MA  02116,8054,LB-101622
986,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS BEGINNING 11:00 A.M.  PATIO CONDITION: LICENSEE MUST ENSURE THAT PEDESTRIANS DO NOT ATTACH ANYTHING TO FENCING.,BAR AND DINING ROOM ENTRANCE AND EXIT 1ST FLOOR; 281 DARTMOUTH STREET.  KITCHEN AND OFFICE 1ST FLOOR; 277 DARTMOUTH STREET.  2 DINING ROOMS 1ST FLOOR; 279 DARTMOUTH STREET; STORAGE AND EXIT IN BASEMENT; 147 NEWBURY STREET; DINING ROOM BAR AND 2 EXITS BASEMENT LEVEL 281 DARTMOUTH STREET.  BASEMENT KI,8055,LB-99030
987,THE BOARD GRANTED PERMISSION TO SERVE BOTTLE SERVICE.,In one room on the first floor; one room & kitchen on the second floor; one third floor; basement for storage  food and prep area.  Capacity breakdown: 1st fl - 150; mezzanine - 40; 2nd fl - 100; 3rd fl - 150.,8056,LB-98937
988,,ONE FLOOR AT STREET LEVEL AND ONE FLOOR AT BASEMENT LEVEL.  THE STREET LEVEL WILL CONSIST OF ONE OPEN DINING ROOM WITH A FIXED BAR  KITCHEN AND STORAGE IN BASEMENT LEVEL.  Capacity breakdown: 285 seated  25 standing.,8057,LB-99069
989,NONE,IN ONE ROOM ON GROUND FLOOR WITH ENTRANCE ON NEWBURY STREET AND EMERGENCY EXIT TO ALLEY IN REAR; OUTDOOR SEATING FOR 12 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.  (CAPACITY BREAKDOWN: 49 PERSONS TOTAL: 37 INSIDE & 12 OUTSIDE SEATING),8058,LB-99585
990,,In one room on the ground floor  with kitchen and storage in the rear  and a seasonal patio with a capacity of 40 on sidewalk in front of premises.,8059,LB-98943
991,1.) PERMISSION TO PROVIDE BOTTLE SERVICE ON PREMISES GRANTED BY BLB. 2.) ALL PRICES OF ALCOHOL MUST BE UNIFORM.  PRICING MUST COMPLY WITH LICENSING BOARD AND ABCC RULES.,First Floor one room  kitchen  office  storage area and second floor  one room in the basement  front entrance and exit to winter street and rear exit to alley.,8060,LB-99162
992,1.) 10:00 A.M. OPENING ON SUNDAYS OF BALLGAMES AT FENWAY PARK. 2.) IN SEAT SERVICE OF FOOD AND ALCOHOLIC BEVERAGES INCLUDING SUITES AND TWO (2) CLUB LEVEL SEATING AREAS OF FENWAY PARK AS FOLLOWS: THE EMC CLUB AND THE HOME PAVILION CLUB AS SHOWN ON THE PLANS FILED HEREWITH. 1.) LIQUOR IN GRANDSTANDS TO BE SERVEDTWLEVE (12)CONCESSION STANDS: A.) GATE ECONCOURSE  B.) TWO STANDS IN THEBIG CONCOURSE  C.) HOME PLATE DECK  D.) FIRST BASE CONCOURSE  E.) RIGHT FIELDROOF DECK  F.) THIRD BASE DECK  G.) YAWKEY WAY  ANDFOUR (4) ADDITIONAL AREAS  LOCATIONS TO BE DETERMINED BY TYPE OF EVENT  AT MANAGEMENT DISCRETION. ALSO  APPROVED IN-SEAT VENDING OF BEER  WINE TO THE LOGE BOX SEATING AREA.BEVERAGE ALCOHOL SALES ON YAWKEY WAY MAY OCCUR FROM MLB GAMES AND OTHER PRIVATE OR PUBLIC EVENTS AT FENWAY PARK WHEN YAWKEY WAY IS CLOSED FOR SUCH EVENTS(E.G. CONCERTS AND OTHER LARGE SPORTING OR NON-SPORTING EVENTS AT THE BALLPARK).ONLY BEER AND WINE TO BE SERVED AT ALL OTHER CONCESSION STANDS IN GRANDSTANDS  BLEACHERS. 2.)LIQUOR SERVICE (INCLUDING BEER AND WINE) TO CEASE AT THE CONCLUSION OF THE 7TH INNING OR EARLIER AT MANAGEMENT'S DISCRETION3.) 1 OZ. OF ALCOHOL PER EACH 10 OZ. MIXED DRINK SERVED IN GRANDSTANDS. 4.) NO SERVICE OF SHOTS OR DOUBLES IN GRANDSTANDS. 5.) MANAGEMENT  SECURITY PLAN  DATED 4/6/11  HEREBY INCORPORATED BY REFERENCE. ( ABCC CONDITIONS HEREBY INCORPORATED BY REFERENCE). LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES. BEER WILL BE SERVED IN CUPS (OR LIGHTWEIGHT ALUMINUM OR PLASTIC BOTTLES OR ALUMINUM CANS) NO LARGER THAN 16 OUNCES. SMALLER 12 OUNCE SERVINGS IN SIMILAR CONTAINTERS WILL ALSO BE AVAILABLE.,IN ENTIRE BASEBALL PARK TO INCLUDE ALL SEATING AND STANDING ROOM AREAS  ROOF LEVEL OF GRANDSTAND  ROOFTOP BOX SEATS ABOVE EXISTING SUITES LEVEL  UPPER AND GROUND FLOOR OF BALLPARK AND DURING THE MAJOR LEAGUE SEASON TO INCLUDE YAWKEY WAY (INCLUDING LOADING AREA SHOWN ON PLANS) FROM BROOKLINE AVENUE T,8061,LB-99121
993,10:00 A.M. OPENING ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,"In whole of said building includes bar in lobby area and excludes that portion of the premises leased to Washington D.C. Sports Club  Inc. located in the ""South Block"" of the licensed Innholder premises on floors 4 and 4m (Mezzanine) and bounded by",8062,LB-101653
994,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11AM -NOON.,In three rooms and kitchen  basement level with a Summer garden abutting thereto.,8063,LB-99006
995,OPEN AT 11:00 A.M. ON SUNDAYS FOR THE SERVICE OF FOOD ONLY.,Rear emergency exits; One room and kitchen section first floor; cellar for stock,8064,LB-98960
996,NONE,In whole of said building.  CAPACITY BREAKDOWN: 1ST FLOOR - 58; 2ND FLOOR - 74.,8065,LB-98783
997,,In whole of said building.  Capacity breakdown: 1st fl - 117; 2nd fl - 113; 3rd fl - 83.,8066,LB-98805
998,NONE,In two rooms and kitchen on the first floor; one function room on the second floor; one function room on the third floor; two locker rooms and one lounge in basement.,8067,LB-98778
999,1. Food to be available at all times (including Sunday). 2. Second floor to be used for function only. 3. On second floor alcoholic beverage to be served only in conjunction with meals.,In one room on first floor with kitchen  with storage in the basement.  Capacity breakdown: 1st fl - 145; 2nd fl - 140.,8068,LB-98888
1000,,One rear entrance; Private alley in rear; in whole of said building.CAPACITY BREAKDOWN: 72 DINGING ROOM - FIRST FLOOR  104 FUNCTION ROOM - FIRST FLOOR  49 POOL - L1 - BASEMENT & 200 LOCKER ROOM - SECOND FLOOR.,8069,LB-98789
1001,,ONE ROOM & LOUNGE ON THE FIRST FLOOR; ONE ROOM  KITCHEN & STORAGE ROOM IN BASEMENT; ONE ROOM  LOUNGE AND STORAGE ON SECOND FLOOR.,8070,LB-98985
1002,ALCOHOLIC BEVERAGES SERVED ONLY WITH FOOD.,IN ONE ROOM ON THE FIRST FLOOR WITH MEZZANINE; TWO ROOMS IN BASEMENT WITH KITCHEN AND STORAGE.  CAPACITY BREAKDOWN: LOWER LEVEL -- 9 @ BAR STOOLS  63 @ TABLES & CHAIRS  30 STANDING; FIRST FLOOR -- 10 @ BAR STOOLS  68 @ TABLES & CHAIRS  22 STANDING; MEZZANINE -- 49 PERSONS.,8071,LB-99190
1003,1) OVERALL CAPACITY OF PREMISES  INCLUDING OUTDOOR PATIO  NOT TO EXCEED 115 PATRONS. 2) PATIO CLOSING HOUR 11:00 P.M. WITHLAST SEATING AT 10:00 P.M. 3) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD ON PATIO. 4) PATIO TO BE STAFFED AT ALL TIMES. 5) PATIO TO CLOSE AT 6:00 P.M. DURING BOSTON UNIVERSITY'S 2 WEEK-LONG EXAM PERIODS. 6 PERSONS KITCHEN STAFF; 20 PERSONS STANDING; 67 PERSONS TABLE  CHAIRS; 26 PERSONSSEASONAL OUTSIDE PATIO.,IN ONE ROOM ON THE GROUND FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND  TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 26 PATRONS.,8072,LB-99394
1004,1. Service of All Alcoholic beverages with food only. 2. Patio to close at 11:00 P.M.,In two rooms and kitchen on the first floor  storage and prep area in the basement; Also seasonal patio.  Capacity breakdown: 23 @ bar stools; 48 @ tables and chairs; 23 standing.,8073,LB-99244
1005,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,45 Gainsborough st; in one room on the first floor  kitchen in the rear; storage in the basement.,8074,LB-99523
1006,1. Alcoholic to be served only in conjunction with brunch on Sunday from: 11:00 AM to Noon. 2. Bar area as per plan submitted.,In one room  kitchen and storage on the first floor; With entrance on Waterfront Park and two exits on Waterfront Park and exit on Atlantic Ave; One patio on North side and East and to add a 3rd outdoor seasonal patio between the hours of 11:00 a.m. - Midnight for 40 patrons.  Capacity breakdown: in,8075,LB-98892
1007,PATIO CONDITIONS: 1.) 11:00 P.M. CLOSING 2.) ALCOHOL WITH FOOD ONLY 3.) TO BE STAFFED AT ALL TIMES,NONE,8076,LB-99042
1008,,Unnumbered side exit on Ridgeway Lane - Two rooms and kitchen first floor; cellar for stock.,8077,LB-98968
1009,NONE,Three rear exits for emergency and stock; in one enlarged room on the first floor; one room  stockroom and kitchen in basement.  Capacity breakdown: 1st fl - 300; down under - 142.,8078,LB-98966
